coupon_id,coupon_code,coupon_description,discount_type,discount_value,start_date,end_date,minimum_purchase,maximum_discount,usage_limit,usage_count,created_at,updated_at
77076,RMJA-5PED,Particularly scene specific cup continue of official would tell.,Percentage,21.7,05/10/2023,06/14/2023,11.08,45.32,890,363,2023-05-25T12:45:02,2021-08-04T12:05:55
77077,LQJ9-K2O1,Loss statement official score pass home whose example which all.,Percentage,99.4,04/11/2023,06/06/2023,286.32,55.1,159,934,2021-08-16T01:15:24,2022-02-11T13:08:38
77078,UC9V-NU6O,Form say next all when truth section commercial director anything fish town standard itself occur.,Fixed Amount,55.5,02/20/2023,07/17/2023,324.55,60.42,152,620,2022-10-28T03:03:04,2021-10-17T05:12:35
77079,2VRL-PL13,Police others religious per growth street condition travel show value purpose situation.,Fixed Amount,38.76,10/01/2022,01/08/2023,440.22,81.44,268,931,2023-05-18T20:43:03,2020-02-15T15:37:43
77080,QJ9Y-JHDL,Morning employee reality institution reason standard talk themselves star Mr commercial.,Percentage,88.98,05/25/2023,05/13/2024,336.19,53.31,466,678,2022-02-01T08:17:44,2022-12-11T13:37:21
77081,CU9D-G6RD,Measure with Congress letter group against meeting material religious chair give edge sing purpose this move general body wait.,Fixed Amount,91.82,09/07/2022,02/08/2023,205.22,6.62,786,577,2021-12-06T12:55:29,2023-07-14T00:23:06
77082,6CX6-TN6L,Discover begin then notice model popular now best various see while more.,Percentage,36.83,08/31/2022,11/22/2022,127.31,55.52,65,753,2022-12-26T08:38:03,2021-03-18T17:06:00
77083,SW3A-NTE4,Could goal decide hear nice generation modern mention quality national same alone lot before against movement experience certainly.,Fixed Amount,39.48,05/22/2023,01/23/2024,474.95,11.89,67,839,2021-07-02T04:14:54,2022-03-20T12:42:46
77084,XHHQ-YFCT,Way nearly understand continue behavior window white short mission meeting represent situation action respond have system.,Percentage,47.47,08/28/2022,03/15/2023,329.43,59.38,614,159,2023-06-18T23:06:49,2020-12-04T08:37:03
77085,DTVF-JAEC,Happy federal guess minute director hotel star miss whom indeed chair tend anything green lawyer she.,Percentage,36.43,06/23/2023,12/08/2023,308.62,25.33,20,622,2022-06-28T16:37:42,2021-05-17T00:14:41
77086,WN21-TIYF,Security race sound carry rise through worker value federal second fear herself film lay treatment rule number radio return.,Fixed Amount,75.05,10/26/2022,02/24/2023,283.44,82.57,61,832,2020-12-25T21:28:10,2020-08-11T12:27:00
77087,P5IE-TFH0,Cup resource simply ever what eat free finally reflect court same fine while record.,Percentage,96.91,03/24/2023,08/19/2023,353.11,76.77,818,33,2022-05-24T15:19:21,2020-07-02T17:42:07
77088,4KJI-VRNM,Law until whether put child important very deep memory professional form appear rock she seek development red imagine account.,Percentage,69.22,10/24/2022,10/28/2022,330.51,8.3,630,522,2020-02-04T06:18:25,2023-06-02T06:37:35
77089,DZX6-KSGC,Improve left explain in hand box what so agent shoulder sometimes perhaps left race baby color.,Percentage,87.63,04/18/2023,10/11/2023,373.5,83.32,766,740,2021-10-21T14:07:31,2022-10-19T14:50:07
77090,LVML-DT0R,Reach Mr staff recognize less yard word list generation resource girl nation forward evidence.,Fixed Amount,76.86,03/30/2023,01/13/2024,193.98,14.07,646,159,2020-02-13T09:05:15,2022-03-26T06:23:08
77091,CYEW-EF9Q,Lawyer land attack citizen medical child cause us instead.,Fixed Amount,90.43,05/22/2023,08/04/2023,420.74,42.58,593,456,2022-10-01T13:57:49,2021-08-01T01:13:40
77092,04L6-L5OU,Tv decide address space important class drive relate game often dinner adult establish.,Fixed Amount,74.27,01/08/2023,09/22/2023,239.34,5.3,545,133,2023-04-28T16:05:42,2021-06-17T11:18:57
77093,K7V5-8HMI,Describe close memory law cell everything speech far customer major term next blood identify second morning.,Fixed Amount,65.77,09/14/2022,03/17/2023,378.39,56.22,579,253,2020-12-24T00:24:14,2023-02-18T15:29:31
77094,AGKQ-95WQ,Study oil star really activity continue police pattern concern away loss exactly strong.,Percentage,53.9,05/25/2023,03/22/2024,61.16,51.51,542,766,2022-05-16T21:57:53,2021-09-12T00:28:04
77095,ZHTC-E01P,Cell professor help dog page the inside industry national compare must serve record enter about discussion clear degree same.,Fixed Amount,37.64,01/25/2023,06/04/2023,200.39,29.64,370,793,2022-02-13T16:51:51,2020-08-20T15:28:48
77096,YH8H-6GAO,With election southern effect yet wonder leader such third leave.,Fixed Amount,77.19,07/02/2023,07/18/2023,439.24,86.66,972,302,2020-11-01T20:33:31,2023-01-20T11:18:37
77097,RQJ9-1ZJB,Assume later strategy deep entire win structure family moment act physical summer reduce start.,Fixed Amount,68.96,05/30/2023,04/25/2024,105.19,70.76,606,540,2021-04-29T19:29:11,2022-01-05T11:02:12
77098,PSJD-ARDP,Product five candidate fact series market common suffer actually wonder task catch be turn necessary marriage parent pay.,Percentage,78.71,12/15/2022,03/16/2023,344.37,34.17,786,754,2023-02-27T20:31:57,2021-03-20T03:18:26
77099,LFRS-70D4,History foot building mission community care southern our perhaps everyone method network serve ball rest near window avoid campaign.,Fixed Amount,23.01,06/06/2023,11/18/2023,138.65,75.74,659,237,2021-12-31T17:05:03,2021-05-26T12:15:37
77100,APYV-LY4V,Field accept serious other response job nearly language right political.,Percentage,47.98,10/22/2022,06/02/2023,472.53,42.64,67,541,2023-02-27T07:56:19,2022-12-01T10:57:04
77101,Z1XY-BDPB,Crime message person treat total thing truth particular young mother between rise eight Republican.,Percentage,90.18,01/23/2023,03/15/2023,476.29,19.48,468,143,2022-07-05T04:13:15,2021-05-14T14:19:27
77102,KR8L-08WP,Scientist help job experience onto institution former culture magazine.,Fixed Amount,88.55,12/22/2022,03/11/2023,129.18,91.55,504,558,2020-05-01T01:08:25,2021-07-18T08:58:09
77103,CL2Q-4SSN,Every before business animal imagine major whose contain choose level skill then.,Percentage,62.98,02/27/2023,12/27/2023,212.59,82.12,676,394,2023-02-28T02:21:26,2021-05-18T23:17:37
77104,6Y2Y-IY61,Important per enter agent word exactly ask almost tax employee while though far tonight decade way particular owner late west debate.,Percentage,25.81,04/03/2023,01/15/2024,102.85,18.18,320,643,2021-05-10T13:29:00,2022-08-29T17:40:12
77105,A47R-OBBQ,Black enter explain know newspaper central seek week bar concern party late edge.,Percentage,52.38,02/03/2023,03/11/2023,220.34,10.06,677,480,2021-02-12T17:45:13,2022-01-04T23:58:18
77106,3LZU-AM0N,Actually born family shoulder option ground be science stuff appear tree owner court teach over operation.,Fixed Amount,35.55,04/14/2023,04/19/2023,166.2,24.01,149,752,2022-10-31T06:17:30,2021-10-26T20:10:01
77107,K77U-00B2,Friend upon officer rich gun between seek memory energy sing Mr help mother admit size experience.,Percentage,74.25,07/13/2023,10/06/2023,320.36,57.38,617,645,2022-02-18T18:50:09,2020-03-28T04:35:49
77108,JTH2-JSSR,Industry various southern pay star evidence feeling pattern miss former contain.,Percentage,64.99,12/17/2022,06/18/2023,377.51,20.96,760,635,2021-10-11T19:19:22,2022-01-19T14:34:53
77109,JFRS-YNJ1,Across half family factor may decade they crime south cold prevent image purpose talk Democrat learn.,Percentage,96.18,04/09/2023,06/17/2023,191.54,85.68,540,351,2023-03-13T10:01:11,2020-05-24T04:29:55
77110,KG9L-7S3Z,Amount task strong thing two raise true that next morning young north suggest go Republican news sound stand.,Percentage,53.32,05/08/2023,04/03/2024,305.37,42.52,492,675,2022-12-13T15:05:03,2023-07-25T16:01:51
77111,ZFHJ-V9T4,Agent accept imagine dream around reality city church conference reduce young score subject.,Percentage,76.84,03/26/2023,06/16/2023,491.3,59.03,556,309,2020-01-10T16:56:32,2020-03-05T08:25:48
77112,0BSV-PK84,Level option production white listen pull century try onto hand right care much former item small far subject.,Percentage,36.29,03/12/2023,04/25/2023,430.04,63.52,519,774,2022-08-12T16:58:50,2020-12-04T02:06:56
77113,50B1-P7FR,Condition skill really later back benefit beyond analysis huge lot your box short camera old respond have.,Fixed Amount,75.35,05/12/2023,07/10/2023,102.96,52.92,31,114,2020-11-05T03:15:17,2022-05-31T08:10:55
77114,HIA4-MUE5,Protect though more market away two answer smile quality where site behind others significant edge agree fund.,Percentage,71.85,10/04/2022,07/30/2023,122.51,39.28,611,657,2021-03-04T10:02:24,2023-05-29T17:54:11
77115,DJDT-CZHE,Respond indeed girl reveal development various evidence year leave wonder either public weight arrive up.,Percentage,15.64,09/28/2022,03/29/2023,113.35,7.21,488,730,2022-01-08T22:03:01,2022-03-21T07:27:31
77116,TMRA-PEV9,Because than perform between glass safe then sea half his.,Fixed Amount,14.6,03/31/2023,02/23/2024,464.26,8.24,215,167,2023-05-27T16:43:20,2020-05-03T21:36:22
77117,VQWN-ETF1,Key magazine gas policy size sport beat group seat take course unit century fear everything product save.,Fixed Amount,73.26,12/16/2022,02/07/2023,376.32,84.36,350,155,2023-06-10T12:28:39,2020-02-06T02:20:03
77118,1ZEO-ZFOI,Hospital become huge today hit tree can form artist task senior window safe for despite.,Fixed Amount,63.79,07/01/2023,06/29/2024,59.42,13.34,821,39,2021-11-11T06:07:26,2021-09-29T18:03:28
77119,JPNN-JUFO,Could and method sing thousand production surface nearly run beautiful.,Fixed Amount,23.42,07/17/2023,03/27/2024,313.71,61.98,527,773,2021-12-25T22:09:39,2021-06-17T23:24:13
77120,GL0O-377R,Tell his born region decade wind check tree threat notice student a our now.,Fixed Amount,22.41,02/01/2023,05/20/2023,293.1,40.41,196,824,2020-09-06T01:27:12,2020-11-26T19:13:32
77121,7JH6-QTM3,Stay leader rich anyone fast soldier door rock specific market society factor fight resource behind four institution tonight list environmental.,Percentage,2.87,06/28/2023,04/20/2024,221.87,75.94,791,726,2020-05-13T06:04:08,2022-02-03T15:52:53
77122,8AXC-WTEZ,Least small unit fight miss build them network how decision eight data right wait charge available region strong candidate owner challenge.,Fixed Amount,93.64,09/21/2022,12/23/2022,255.1,31.6,707,541,2021-01-13T04:54:17,2021-07-24T21:09:07
77123,STP7-7NDB,Write provide throw art trial herself truth majority executive word a.,Percentage,90.5,02/26/2023,01/05/2024,245.38,45.64,256,750,2020-10-08T04:39:37,2021-10-31T17:32:21
77124,V9O5-I6QJ,Face computer summer team lay mind defense area between expect according describe memory both talk job west face.,Fixed Amount,47.65,07/20/2023,02/04/2024,38.91,94.57,671,377,2022-06-14T00:34:12,2021-08-14T02:11:58
77125,3H8M-ICQW,Tree large when leave politics beautiful get build among glass individual after.,Percentage,56.06,11/28/2022,09/27/2023,280.11,46,274,697,2021-05-23T23:33:39,2020-01-31T15:20:26
77126,MYPH-U9OV,Commercial summer quite not miss interest arrive religious home every effort station material.,Fixed Amount,78.01,09/02/2022,07/21/2023,457.93,86.2,321,844,2021-07-23T03:18:29,2021-10-08T08:47:26
77127,DZRT-IB07,Cover less see thousand sense land experience offer police who create operation money purpose almost.,Fixed Amount,64.83,03/20/2023,01/01/2024,233.57,91.6,493,448,2022-11-29T04:07:04,2021-03-03T00:42:21
77128,S1YG-QIKP,Claim lay partner light maybe its effect feel college must dark tell everybody suffer population.,Percentage,74.08,01/14/2023,11/03/2023,299.25,21.23,302,723,2023-07-30T22:32:16,2021-04-29T01:17:59
77129,OBR5-5GN7,Industry style story five itself rich president sport deep impact fish window.,Fixed Amount,21.14,04/19/2023,09/06/2023,465.37,22.43,408,413,2021-08-08T16:29:52,2022-02-14T16:47:00
77130,01PM-E129,Past yard page see major pretty win growth south job type model Republican.,Fixed Amount,77.42,06/03/2023,10/03/2023,191.47,50.53,71,395,2020-06-15T11:57:04,2021-09-14T06:31:48
77131,BADX-ROJR,May focus hotel can must option next young teacher use difference a poor from news pressure.,Fixed Amount,74.58,09/02/2022,01/30/2023,413.88,10.15,275,832,2020-09-03T09:12:27,2021-09-02T16:59:07
77132,GMGY-ZFY7,Field white six member dinner avoid population especially camera positive measure air.,Percentage,57.09,01/06/2023,10/05/2023,494,25.42,20,492,2021-11-29T17:01:07,2021-09-06T08:45:01
77133,W0WV-J99C,Physical fact center American and already image next amount I prepare book foreign suffer half if ability available age crime.,Fixed Amount,83.83,03/22/2023,07/15/2023,281.24,72.9,385,240,2020-06-23T20:30:57,2023-05-16T13:43:48
77134,SZCY-3S64,Memory enjoy join pull present than political according keep personal.,Fixed Amount,3.99,10/25/2022,05/04/2023,148.85,68.95,896,742,2022-12-28T15:26:23,2023-05-04T20:11:00
77135,VJ8Y-6T1K,Data across window finish hotel analysis painting condition friend school summer.,Percentage,40.58,03/27/2023,04/26/2023,75.33,59.28,487,172,2023-05-25T13:41:46,2023-06-05T08:33:22
77136,5B4W-JIB4,Discover nature same mission picture team weight ever resource woman with.,Percentage,50.63,06/11/2023,11/04/2023,460.97,29.6,850,934,2020-10-23T08:06:01,2020-05-15T16:18:11
77137,9NHW-ETI0,Million bring perhaps or professional mother amount team lead authority check onto shake agreement course stuff according each.,Percentage,56.54,02/08/2023,09/08/2023,139.78,75.68,475,306,2023-07-07T04:03:19,2021-10-31T16:22:21
77138,LXSM-S4PP,Special writer other activity any strong treatment person building.,Percentage,57.94,01/09/2023,01/03/2024,148.27,96.51,181,97,2022-02-19T09:29:14,2021-09-09T23:24:24
77139,A68Q-UZX7,Way long believe within left view too no nearly card more energy far bed difference road me operation gas.,Fixed Amount,2.98,03/16/2023,04/15/2023,398.65,53.95,927,869,2021-03-23T16:55:11,2020-04-24T22:33:19
77140,PX20-7901,Major I half name north executive anything generation activity tell.,Percentage,9.77,10/14/2022,04/10/2023,72.42,18.53,29,451,2022-09-06T07:11:44,2021-10-03T06:07:44
77141,LJRQ-0PHK,Focus grow start respond car ok community threat series dark condition science staff.,Percentage,36.59,08/18/2022,10/25/2022,295.74,45.03,355,174,2020-06-12T14:11:36,2021-10-21T12:19:33
77142,T2RS-IHK2,Society assume growth child people bar institution brother coach clear specific owner red high information each left star data third.,Fixed Amount,79.75,01/24/2023,04/18/2023,13.01,99.15,978,191,2020-08-18T21:28:51,2022-08-22T21:13:44
77143,0PR4-9WGO,By project station four water meeting kid century main artist right day drive personal what away me have her.,Percentage,31.1,05/16/2023,03/13/2024,115.27,44.13,678,683,2022-04-04T13:00:38,2022-04-04T12:52:24
77144,DZ8T-IPLU,Until computer sell movie election role contain Republican protect war course room shake everybody western.,Percentage,72.54,06/25/2023,07/15/2023,416.51,87.82,711,206,2020-09-24T09:48:54,2023-06-30T05:55:55
77145,439W-GJ9H,War factor piece particular party gas according instead people growth including fund small knowledge enough have accept three.,Fixed Amount,32.95,11/16/2022,01/30/2023,321.25,55.02,162,670,2020-02-04T04:41:37,2022-11-25T06:44:29
77146,AUB0-XTN9,Begin also team yourself adult nor produce response suddenly it ready especially wish health feeling reveal color ability.,Fixed Amount,47.07,06/13/2023,06/16/2023,388.27,51.48,930,581,2020-03-20T22:22:16,2020-11-21T02:18:11
77147,WOBM-5GSR,Discover certainly reason choice collection east near pressure room coach.,Percentage,32,05/26/2023,05/01/2024,144.45,41.34,417,995,2021-11-10T21:40:00,2020-08-19T09:14:00
77148,1083-UVK3,Moment talk plan threat others believe democratic defense serve address personal enter not system population black concern fast through.,Fixed Amount,56.69,05/22/2023,08/27/2023,317.12,67.01,505,191,2023-07-15T08:00:31,2020-03-26T22:52:13
77149,GPAQ-CN3H,Popular black six commercial stay deep energy only with establish then democratic reflect whom music base economic next collection.,Fixed Amount,32.78,01/08/2023,08/03/2023,237.1,20.19,833,487,2020-09-10T21:54:58,2023-07-30T08:58:52
77150,H3NT-PQB3,Home weight collection old share poor similar opportunity middle.,Fixed Amount,29.15,08/24/2022,11/09/2022,36.35,42.27,551,384,2023-07-16T13:03:29,2021-07-01T02:19:15
77151,UH8E-LZP7,Commercial pay there run glass many attack above room every sing morning threat certain heart successful act arrive.,Fixed Amount,17.42,08/12/2022,01/18/2023,130.03,20.01,618,296,2023-01-27T00:17:04,2023-04-29T19:06:54
